wind_speed;ACSA A27/225;ACSA A29/225;Adani 5.2-160;AWT Inc. AWT-26 / WC-86;AWP A/S AWP 90/18;AWP A/S AWP 200/23;Aeolia Windtech D2CF 200;aerodyn SCD 8.0/168;AERODAN 75/15;Alstom ECO 122/2700;AN Bonus 150/30;AN Bonus 450/37;AN Bonus 1000/54;AN Bonus 1300/62;Hummer H8.16-10KW;Hummer H13.2-20KW;Hummer H13.2-30KW;Hummer H17.0-50KW;Hummer H21.0-60KW;Hummer H21.0-100KW;Hummer H25.0-60KW;Hummer H25.0-100KW;Hummer H25.0-200KW;Aria Libellula 20;Aria Libellula 55+;Aria Libellula 60i;ATB Riva Calzoni ATB 60.28 DD;ATB Riva Calzoni ATB 500.54;Aventa AV-7;b.ventus 250 kW;Baltic WindWerke BW 3200;Baltic WindWerke BW 3500;Baltic WindWerke BW 4500;Bergey BWC Excel 10;Bergey Excel 15;Bonus B23/150 Gittermast;Bonus B31/300;Bonus B35/450;Bonus B37/450;Bonus B41/600;Bonus B44/600;Bonus B54/1000;Bonus B62/1300;Bonus B76/2000;Bonus B82/2300;Braun Windturbinen ANTARIS 5.5kW;Braun Windturbinen ANTARIS 12.0kW;Cannon 26/250;Carter CWT 300;CENEMESA FL-19;CRRC CWT1500-D77;CRRC CWT1500-D83;CRRC CWT1500-D87;CRRC CWT1500-D93;CRRC CWT2000-D122;DWP D75/15;DWP D110/19;DWT Danish Wind Tech Windane 10;DWT Danish Wind Tech Windane 29;DWT Danish Wind Tech Windane 31;DWT Danish Wind Tech Windane 34;DWT Danish Wind Tech Windane 34 US;DWT Danish Wind Tech Windane 40;DANREGN Bonus 22;DANREGN Bonus 30;DANREGN Bonus 55;DANREGN Bonus 95;DANREGN Bonus 100;Danwin Danwin 23;DeWind D4 48/600;Dongfang G2000-116 / FD116-2000 geared;ecotècnia ECO 12/30;ecotècnia ECO 48/750;Enercon E-16;Enercon E-17;Enercon E-18;Enercon E-30;Enercon E-33 / 300;Enercon E-40/5.40;Enercon E-40/6.44;Enercon E-44;Enercon E-48;Enercon E-53;Enercon E-58/10.58;Enercon E-66/15.66;Enercon E-66/18.70;Enercon E-70 E4 2.300;Enercon E-82 E2 2.300;Enercon E-82 E2 2.000;Enercon E-82 E4 2.350;Enercon E-82 E4 3.000;Enercon E-92;Enercon E-101;Enercon E-101 E2 3.050;Enercon E-101 E2 3.500;Enercon E-112/45.114;Enercon E-115 2.500;Enercon E-115 EP3 3.000 prototype;Enercon E-115 3.000;Enercon E-126 EP4;Enercon E-126 7.58 EP8;Enercon E-141 EP4;Enercon E-175 EP5;eno energy eno 100;eno energy eno 114 3.5;eno energy eno 126 3.5;Enron 900s;FREEN 20 kW;Fuhrländer FL MD 77;Fuhrländer FL 2500/90;Fuhrländer FL 2500/100;Fuhrländer FL 2500/104;Fuhrländer LLC WTU2.0-93;Fuhrländer LLC WTU2.0-100;Fuhrländer LLC WTU3.0-120;Fuhrländer LLC WTU3.5-120;Fuhrländer LLC WTU4.5-151;FWT 93/2000;FWT 100/2000;FWT 100/2500;FWT 104/2500;FWT 120/3000;Gamesa G52;Gamesa G58;Gamesa G80;Gamesa G83;Gamesa G97;Gamesa G114-2.0MW;Gamesa G114-2.5MW;Gamesa G126-2.5MW;Gamesa G128-4.5MW;Gamesa G128-5.0MW;Gamesa G132-3.3MW;Gamesa G132-5.0MW;Garuda G 1700.84;GE Vernova GE 1.5s;GE Vernova GE 1.5sl;GE Vernova GE 1.6 - 100;GE Vernova GE 2.5 - 100;GE Vernova GE 2.5-103;GE Vernova GE 2.5 - 120;GE Vernova GE 2.75 - 103;GE Vernova GE 2.75 - 120;GE Vernova GE 3.2-130;GE Vernova GE 3.4-137;Greenstorm GS 21 S;WEG AGW 100;Halbes 1 kW;Halbes 2 kW;HEAG HW1-780;HEAG HW3/S2500(90);HEAG HW3/S2500(97);HEAG HW3/S2500(103);HEAG HW3/S2500(110);Iskra AT5-1;Jacobs Wind Electric 31-20;Krogmann 15-50;Kuriant KE 18/4EH;Lagerwey LW 52/750;Lagerwey LW 58/750;Lagerwey LW 72/2000;Leitwind LTW42 250;Leitwind LTW42 500;Leitwind LTW77 800;Leitwind LTW77 850;Leitwind LTW77 1000;Leitwind LTW77 1500;Leitwind LTW80 500;Leitwind LTW80 800;Leitwind LTW80 850;Leitwind LTW80 1000;Leitwind LTW80 1500;Leitwind LTW80 1650;Leitwind LTW80 1800;Leitwind LTW86 1000;Leitwind LTW86 1500;Leitwind LTW90 500;Leitwind LTW90 900;Leitwind LTW90 950;Leitwind LTW90 1000;Leitwind LTW90 1500;Leitwind LTW90 2000;Leitwind LTW101 2000;Leitwind LTW101 2500;Leitwind LTW101 3000;Leitwind LTW104 2000;Leitwind LTW104 2500;MAN Aeroman 11/11;Micon M 530;Micon M 700-225;Mitsubishi MWT-250C;Mitsubishi MWT-500;Multibrid M5000;NEG Micon NM 43/600;NEG Micon NM 44/750;NEG Micon NM 48/750;NEG Micon NM 52/900;NEG Micon NM 54/950;NEG Micon NM 60/1000;NEG Micon NM 72C/1500;NEG Micon NM 72/1650;NEG Micon NM 82/1500;NEG Micon NM 82/1650;Nordex N27/150;Nordex N27/250;Nordex N29;Nordex N43;Nordex N50;Nordex N52;Nordex N60;Nordex N62;Nordex N70;Nordex N77;Nordex N80 Alpha;Nordex N90 Beta;Nordex N90/2500;Nordex N100 Delta;Nordex N100 Gamma;Nordex N117 Delta;Nordex N117 2400;Nordex N117/3600 Delta;Nordex N131/3000 Delta;Nordex N131/3300 Delta;Nordex N131/3600 Delta;Nordtank NTK 150;Nordtank NTK 200;Nordtank NTK 400;NPS Northern Power NPS 60-24;NPS Northern Power NPS 100C-24;Norwin 24 STALL 150;Norwin 29 STALL 225;Norwin 47 ASR 500;PowerWind PW56;REpower 48/600;Ropatec 3kW;S&G Engineering SG2500.131 DD;S&G Engineering SG2700.100 DD;S&G Engineering SG2700.116 DD;Samsung 25s;SANY SE8220;SANY SE8720;SANY SE9315;SANY SE9320;SANY SE10015;SANY SE10020;SANY SE11520;SANY SE11525;SANY SE12120;SANY SE12125;SANY SE12130;SANY SE12520;SANY SE12525;SANY SE12725;SANY SE12730;SANY SE13122;SANY SE13125;SANY SE13625;SANY SE14525;Senvion 3.0M122;Senvion 3.2M114;Senvion 3.2M122;Senvion 3.4M114;Senvion 3.4M140;Senvion MM100;Siemens SWT-2.3-113;Siemens SWT-3.15-142;Siemens SWT-3.2-113;Siemens SWT-3.3-130;Siemens SWT-3.3-130 LN;Siemens SWT-3.6-120 Onshore;Siemens SWT-3.6-130;Siva 250/50;Südwind S-70;Südwind S-70 (special nacelle);Südwind S-77;superwind SW 350-II;Suzlon S 33-350;Suzlon S 60-1000;Suzlon S 62-1000;Suzlon S 64-950;Suzlon S 64-1000;Suzlon S 64-1250;Suzlon S 66-1250;Suzlon S 88-2100;Tacke TW 45;Tacke TW 80;Tacke TW 500;Tacke TW 600;Tellus T-1780;Wind Turbine Company WTC 100;TUGE 10 kW;TURBOWINDS T400-34;TURBOWINDS T600-48;Unison U54;USW U.S. Windpower 56-100;Vensys 77/1500;Vensys 100/2500;Vensys 109/2500;Vensys 112/2500;Vensys 120/3000;Venturicon 3.ZERO;Vergnet GEV HP 1000/62;Vergnet GEV MP C 200/30;Vergnet GEV MP C 200/32;Vergnet GEV MP R 275/32;Vergnet GEV MP C 275/30;Vestas V19-90;Vestas V20;Vestas V27;Vestas V27_2;Vestas V29;Vestas V39;Vestas V42;Vestas V44;Vestas V47;Vestas V52;Vestas V63;Vestas V66-1.65;Vestas V66-1.75;Vestas V80-1.8;Vestas V90;Vestas V90 Gridstreamer;Vestas V100-1.8;Vestas V112-3.0 Offshore;Vestas V112-3.075 Onshore;Vestas V112-3.3;Vestas V112-3.45;Vestas V117-3.3;Vestas V117-3.45;Vestas V126-3.0;Vestas V126-3.3;Vestas V126-3.45;Vestas V136-3.45;Vestas V164-8.0;Vind-Syssel VS130/22;W2E Wind to Energy W2E-93/2.0;W2E Wind to Energy W2E-100/2.0;W2E Wind to Energy W2E-100/2.5;W2E Wind to Energy W2E-110/2.5;W2E Wind to Energy W2E-120/3fc;W2E Wind to Energy W2E-120/3.5fc;W2E Wind to Energy W2E-120/3.2fc;W2E Wind to Energy W2E-138/3.0fc;W2E Wind to Energy W2E-145/3.0fc;W2E Wind to Energy W2E-151/4.5;W2E Wind to Energy W2E-151/4.8;W2E Wind to Energy W2E-151/4.8fc;W2E Wind to Energy W2E-155/4.5fc;W2E Wind to Energy W2E-165/5.2;W2E Wind to Energy W2E-171/8.0;W2E Wind to Energy W2E-172/5.5;W2E Wind to Energy W2E-185/6.0;W2E Wind to Energy W2E-215/9.0;WDRVM WD2.5-103;WES 18/80;WES 18/100;WES 20/50;WES 30/250;Wincon W755/48;WEG Wind EnergyGroup WEG MS-3;WESPA 200/29;WESPA 200/31;WESPA 500/47;WESPA 750/47;Wind World (India) ww-53;Wind World W2700;Windflow 45-500;Windflow 33-500;WindMaster / HMZ WM 300/25;WindMaster / HMZ WM 600 VS45;Windspot 7.5Kw;WinWinD WWD-1 D56;WinWinD WWD-1 D60;WinWinD WWD-1 D64;Senvion 3.4M104;Vestas V150-4.2
12,48;;;;;;;;;;;;;;1144,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1648,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12,5;;;;228;;;;;;;;;898,39;;;;;;;;;;;;;;;;;;;;;9,26;17,5;;289,31;409,53;;524,43;524,43;889,44;1198,91;1818,78;2122,91;;;;184,4;;;;;;;;;;250;;;;;;;;;;;;;;733,3;;;;;;483,63;604,8;;;;;;;;;;;;;;;;;;;;;;;5999;;;;872,39;;;;;;;;;;;;;;;;811,57;841,59;1894,57;1914,56;;;;;;;;;;1477;1463;1620;2496,2;2530;2530;2730;2780;3230;3427;;;;;;;;;;;20;46;;730;740,74;1785,96;250;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;257;500;;;591,5;680,5;761,19;822,04;882,5;1439,04;1560,74;1500;1643;;;217;562,37;709,22;;1072,35;1114,43;1457,91;1500;2130,09;2256;2459;3182;2500;3000;2400;3588;3000;3300;3600;;;;;;150,61;183,91;676,22;;582,93;;;;;2450;1919,9;2000;1500;2000;1500;2000;2000;2500;2000;2500;3000;2000;2500;2500;3000;2200;2500;2500;2500;;;;;;;;;;;;;;;1466,7;;1517,68;;311,87;976,09;1000;950;1000;1164,04;1198,43;2100;;84,73;;;;;;;600;;;1491,8;2492;;;3000;;;200;200;275;275;;;213,22;;219,65;459,83;534;536,96;618,26;801,3;;1347;1576;1771,48;2003,5;2021;;3073;3074;3291;3448;3300;3450;3000;3300;3450;3450;;134;;;;;;;;;;;;;;;;;;;;;;;;705,3;;;;;;835;;493;371;;;;;;;3360;4200
12,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;603,7;;;;;;
12,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1729,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1468,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;219;223;5200;;84;170;200;8000;68;2700;153;423,5;934,33;;11;20;30;50;60;100;60;100;200;19;57;59;60;500;6,2;250;3200;3496;4500;9,5;18,2;152;297,2;427,8;412,9;548,1;548,1;928,8;1241;1891;2198;6;12;;196,28;220;1500;1500;1500;1500;2000;65,5;107;16,6;258;285;351;400;743,2;19,5;24,8;56;100;99;173,4;600;2000;30;760,74;55;80;80;290,5;300;495,95;613,2;790;790;810;;;;2080;2250;2050;2250;2500;2300;3050;3400;3400;4450;2500;3180;3000;4150;6500;4197;6000;2200;3500;3500;892;18;1509;2500;2535,76;2500;2050;2050;3000;3496;4800;2050;2050;2535,76;2528,84;3000;840,6;846,8;1940;1957,7;1998;2000;2498;2500,3;4495;4875;3300;4921;1700;1494;1481;1620;2503,2;2530;2530;2768;2780;3230;3430;60;95;1;2;690;2500;2500;2500;2500;5,02;20;48;15,5;741;746;1873;250;496;800;850;1000;1467;500;800;850;1000;1500;1650;1800;1000;1500;500;900;950;1000;1500;2000;2000;2500;2910;2000;2500;11;235,1;;257;500;5000;550,3;636,75;712,4;792,71;856;932,75;1451;1610;1500;1648;176;206;224,6;583,75;747;831;1124;1168;1500;1500;2264;2300;2495;3256;2500;3000;2400;3600;3000;3300;3600;157;200;334;59,9;95,3;153;193;714;900;596,9;3,07;2500;2700;2700;2474;1988,7;2000;1500;2000;1500;2000;2000;2500;2000;2500;3000;2000;2500;2500;3000;2200;2500;2500;2500;3000;3200;3200;3400;3400;2000;2300;3150;3199;3300;3300;3596;3600;240;1497,2;1500;1525,28;0,35;331;1000;1000;950;1000;1198;1241;2100;46,5;88,04;460;529,9;78;100;9;385;600;750;100;1495,6;2499,4;2500;2500;3000;1,41;969;200;200;275;275;84,4;91,3;218;217,6;223;478;556;558;635;819,4;1377;1439,35;1660,6;1793;2007;2027;1800;3075;3075;3298;3450;3300;3450;3000;3300;3450;3450;8000;;2050;2050;2535,76;2500;3000;3500;3200;3000;3000;4500;4800;4723;4491;5200;7733;5500;6000;9000;2500;79,9;89,1;71;250;730,6;;184;196;500;714;840;160,2;498;396;240;609,6;8;1019;1020,4;1012,97;3400;4200
13,02;;;;;;;;;;;;;;1193,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;617,1;;;;;;
13,46;;;;;;;;;;;;;;1217,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1494,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1770,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,5;;;;247;;;;;;;;;953,19;;;;;;;;;;;;;;;;;;;;;9,75;19;;300,85;440,95;;562,7;562,7;950,7;1260,5;1926,5;2232,5;;;250;207,96;;;;;;;;;;260;;;;;;;;;;;;;;763,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6000;;;;895,5;;;;;;;;;;;;;;;;844,3;848,05;1954;1973,4;;;;;;;;;;1500;1488;1620;2500,1;2530;2530;2780;2780;3230;3430;;;;;;;;;;;20;49;;744,5;747,5;1916;250;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;500;;;678;735,5;819,76;879,5;963;1467;1627,5;1500;1649;;;228,8;602,36;776;;1185,5;1209;1500;1500;2357;2300;2500;3294;2500;3000;2400;3600;3000;3300;3600;;;;;;148,5;199;727;;611,34;;;;;2487;2000;2000;1500;2000;1500;2000;2000;2500;2000;2500;3000;2000;2500;2500;3000;2200;2500;2500;2500;;;;;;;;;;;;;;;1502;;1528,02;;339,5;1000;1000;950;1000;1224;1245,5;2100;;91,11;;;;;;;600;;;1500;;;;3000;;;200;200;275;275;;;221;;224;485,5;569;570;643;831,7;;1509,2;1689,2;1796;2007,7;2029;;3075;3075;3299;3450;3300;3450;3000;3300;3450;3450;;;;;;;;;;;;;;;;;;;;;;;;;;754,1;;;;;;840;;499;422;;;;;;;3400;4200
13,96;;;;;;;;;;;;;;1236,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1512,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;611,8;;;;;;
14;224;225;5200;;89;190;200;8000;62,5;2700;153;454,7;967;;11;20;30;50;60;100;60;100;200;19;57;59;60;500;6,2;250;3200;3500;4500;10;19,1;154,5;304,5;454,1;443,1;577,3;577,3;972,6;1280;1962;2267;6;12;;218,74;245;1500;1500;1500;1500;2000;68;109,5;18,5;;300;400;400;750;20,9;26,6;58;104;106;178,8;600;2000;28,8;764,86;55;80;80;300;300;500;;850;810;810;;;;2230;2350;2050;2350;2770;2350;3050;3465;3465;4500;2500;3200;3000;4200;7000;4200;6000;2200;3500;3500;899;19,4;1519;2500;2537,85;2500;2050;2050;3000;3500;4800;2056;2050;2537,85;2528,85;3000;848;849,3;1968;1989,1;2000;2000;2500;2500,3;4500;4965;3299;4980;1700;1500;1494;1620;2510,7;2530;2530;2780;2780;3230;3430;60;95;1;2;720;2500;2500;2500;2500;5,14;0;;16,5;748;749;1959;250;500;800;850;1000;1488;500;800;850;1000;1500;1650;1800;1000;1500;500;900;950;1000;1500;2000;2000;2500;2970;2000;2500;11;255,7;225;;500;5000;583,8;711,7;751,9;842,4;903;986,5;1483;1645;1500;1650;180;233;234,5;618,68;805;903;1247;1250;1500;1500;2450;2300;2500;3300;2500;3000;2400;3600;3000;3300;3600;155;200;365;59,9;95,1;144;205;740;900;624,52;3,6;2500;2700;2700;2500;2000;2000;1500;2000;1500;2000;2000;2500;2000;2500;3000;2000;2500;2500;3000;2200;2500;2500;2500;3000;3200;3200;3400;3400;2000;2300;3150;3200;3300;3300;3600;3600;255;1501,8;1500;1530,01;0,35;348;1000;1000;950;1000;1250;1250;2100;50,7;92,35;495;572,6;80;100;9;400;600;750;100;1500;2500;2500;2500;3000;1,74;990;200;200;275;275;88,8;97,4;224;225;225;493;582;582;651;841,8;1459;1567;1714;1799;2007,3;2030;1800;3075;3075;3300;3450;3300;3450;3000;3300;3450;3450;8000;;2056;2050;2537,85;2500;3000;3500;3200;3000;3000;4500;4800;4800;4500;5200;7947;5500;6000;9000;2500;82,2;95,9;71,7;250;768,5;;199;205;500;740;840;157,9;500;443;285;;8;1019;1020,4;1012,97;3400;4200
14,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1817,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
